level,datetime
INFO,2017-4-22 18:48:11
DEBUG,2013-2-12 01:38:01
DEBUG,2012-9-5 04:52:40
INFO,2014-3-2 17:38:03
DEBUG,2012-12-27 05:24:35
INFO,2014-7-6 04:05:18
DEBUG,2015-11-19 13:34:03
DEBUG,2015-11-27 22:53:48
DEBUG,2013-12-19 23:45:34
DEBUG,2016-8-12 11:02:38
INFO,2012-1-26 16:48:39
INFO,2014-7-4 00:33:47
DEBUG,2013-8-7 21:10:56
DEBUG,2013-1-19 02:51:11
DEBUG,2014-1-13 22:52:14
INFO,2016-10-4 22:31:04
INFO,2015-9-18 12:34:36
INFO,2013-8-5 05:01:47
INFO,2013-5-17 01:23:45
DEBUG,2014-4-6 15:54:49
WARN,2017-10-4 05:37:26
DEBUG,2013-9-11 18:39:57
INFO,2012-10-21 23:35:07
DEBUG,2015-12-2 11:02:37
DEBUG,2017-8-9 20:40:54
ERROR,2016-3-6 18:09:47
INFO,2017-5-1 23:04:21
DEBUG,2015-3-22 11:29:00
DEBUG,2015-3-11 22:44:42
INFO,2017-9-23 01:18:04
DEBUG,2016-9-18 11:55:04
DEBUG,2017-8-3 15:34:20
INFO,2012-2-21 07:38:26
ERROR,2013-7-6 07:11:35
INFO,2016-7-13 15:50:10
DEBUG,2013-11-5 18:04:11
INFO,2015-11-10 23:02:31
DEBUG,2013-2-3 12:27:59
DEBUG,2015-2-18 04:19:00
DEBUG,2017-10-4 20:33:30
DEBUG,2012-5-23 13:29:44
DEBUG,2012-3-16 03:13:07
DEBUG,2014-9-8 09:10:20
WARN,2013-2-13 11:09:21
DEBUG,2015-8-21 20:56:07
DEBUG,2013-12-3 06:22:42
DEBUG,2015-5-15 12:34:21
INFO,2016-1-8 13:55:25
DEBUG,2015-8-21 10:05:10
DEBUG,2016-7-21 03:47:54
DEBUG,2014-12-26 08:43:30
DEBUG,2016-10-11 22:04:03
WARN,2015-12-13 22:28:11
DEBUG,2017-9-27 22:39:56
ERROR,2016-9-8 11:49:17
INFO,2012-12-6 21:25:17
INFO,2015-2-6 11:04:56
DEBUG,2017-4-2 12:48:39
INFO,2014-4-9 02:02:18
INFO,2017-3-26 19:42:07
DEBUG,2016-8-15 01:22:16
INFO,2017-4-17 02:15:51
INFO,2014-8-3 12:55:29
WARN,2015-3-14 18:45:50
WARN,2015-9-12 06:09:38
DEBUG,2016-3-26 09:49:56
INFO,2015-2-7 22:00:38
WARN,2017-10-17 06:25:07
DEBUG,2016-7-4 13:28:26
DEBUG,2016-3-16 19:06:58
DEBUG,2016-7-9 16:52:55
DEBUG,2012-2-16 14:29:13
DEBUG,2016-12-25 21:05:10
DEBUG,2016-4-4 03:08:44
WARN,2015-9-23 14:25:04
INFO,2013-1-11 08:30:14
DEBUG,2015-6-4 17:29:08
INFO,2013-6-10 19:01:10
DEBUG,2014-9-18 12:40:42
INFO,2012-11-23 12:36:02
WARN,2012-6-21 04:52:53
WARN,2017-12-11 07:53:11
DEBUG,2016-9-15 10:30:54
INFO,2017-1-3 04:34:39
WARN,2012-2-24 13:58:16
DEBUG,2014-5-2 21:08:13
DEBUG,2013-4-19 13:59:04
WARN,2014-3-12 05:28:25
DEBUG,2012-7-11 18:30:49
ERROR,2012-3-17 00:41:26
DEBUG,2014-12-18 12:41:09
DEBUG,2015-3-9 21:14:55
DEBUG,2015-4-23 18:11:36
DEBUG,2012-2-7 08:16:55
DEBUG,2012-9-25 01:40:52
INFO,2013-10-8 18:10:42
DEBUG,2014-2-23 10:50:15
DEBUG,2017-4-26 23:25:18
INFO,2015-9-27 18:53:02
INFO,2012-5-3 00:46:22
DEBUG,2017-1-11 19:33:01
WARN,2017-5-21 00:33:22
WARN,2017-4-27 14:41:22
DEBUG,2014-1-12 11:44:49
DEBUG,2012-12-8 00:50:09
INFO,2013-2-7 12:35:23
DEBUG,2013-9-25 14:18:58
INFO,2016-5-18 05:53:46
DEBUG,2017-7-23 21:03:57
INFO,2015-1-19 18:32:19
INFO,2015-10-27 23:15:38
INFO,2013-8-9 04:50:30
ERROR,2015-8-24 23:34:31
INFO,2016-8-16 22:08:13
INFO,2016-5-5 12:07:03
INFO,2012-9-2 11:55:02
FATAL,2014-11-25 06:36:09
ERROR,2016-9-24 17:31:43
DEBUG,2015-10-1 14:24:34
DEBUG,2013-6-5 17:24:24
INFO,2016-6-20 19:35:58
INFO,2015-1-17 08:59:15
DEBUG,2014-11-1 16:59:11
DEBUG,2015-1-27 02:20:33
DEBUG,2015-10-27 08:08:39
DEBUG,2015-10-24 21:27:07
DEBUG,2016-10-2 12:14:18
DEBUG,2016-2-7 09:11:02
INFO,2013-10-1 06:03:08
FATAL,2014-11-22 12:41:56
INFO,2015-4-28 16:23:50
INFO,2017-4-17 16:36:41
INFO,2015-5-11 16:05:51
INFO,2017-3-8 17:52:24
INFO,2015-1-28 14:16:14
DEBUG,2013-1-10 22:45:47
DEBUG,2016-12-14 06:36:10
DEBUG,2015-8-26 22:22:39
INFO,2012-9-6 22:20:02
FATAL,2014-7-7 20:43:53
INFO,2015-1-17 14:11:27
INFO,2015-7-7 11:24:17
INFO,2014-11-11 00:53:25
INFO,2012-5-6 18:44:46
DEBUG,2017-9-9 03:44:36
WARN,2015-7-18 07:31:21
INFO,2013-9-28 16:00:02
DEBUG,2014-1-11 23:57:32
FATAL,2014-11-15 01:38:59
INFO,2014-7-9 19:37:20
DEBUG,2014-9-12 13:27:55
ERROR,2016-7-26 13:28:46
INFO,2014-11-20 05:33:05
DEBUG,2013-3-18 02:18:44
DEBUG,2017-10-11 01:25:28
ERROR,2016-12-17 04:35:42
WARN,2013-2-21 14:50:36
DEBUG,2017-9-27 14:23:00
DEBUG,2012-8-21 14:54:05
DEBUG,2014-8-21 04:44:02
INFO,2014-3-9 05:15:14
DEBUG,2013-12-17 08:22:43
DEBUG,2017-8-21 07:33:31
DEBUG,2015-2-11 14:04:16
INFO,2013-6-14 02:28:13
DEBUG,2017-5-12 18:26:19
INFO,2012-3-4 12:18:34
INFO,2012-8-12 06:33:53
INFO,2012-3-18 18:00:02
INFO,2013-1-18 11:40:41
DEBUG,2014-10-6 20:44:46
DEBUG,2015-11-22 10:47:08
DEBUG,2013-2-21 17:53:11
WARN,2012-4-5 19:36:58
DEBUG,2012-12-26 07:33:38
INFO,2017-4-22 01:15:15
DEBUG,2016-10-1 22:31:56
WARN,2017-8-3 15:53:15
DEBUG,2015-10-12 17:45:58
INFO,2012-5-4 20:48:10
INFO,2017-1-22 17:13:47
DEBUG,2012-1-27 23:53:29
INFO,2014-10-15 19:53:52
DEBUG,2016-7-23 18:06:31
DEBUG,2012-7-21 05:29:22
INFO,2014-10-4 14:34:03
DEBUG,2012-3-22 07:02:42
INFO,2017-12-4 10:31:11
DEBUG,2013-3-13 06:34:48
WARN,2017-11-3 07:24:42
DEBUG,2012-3-25 07:53:27
DEBUG,2015-6-1 07:54:43
INFO,2014-4-7 03:21:57
INFO,2016-1-19 13:06:57
INFO,2016-3-22 19:48:34
DEBUG,2017-12-25 18:49:35
DEBUG,2012-6-7 23:45:26
DEBUG,2012-12-20 05:49:21
INFO,2012-6-13 12:45:37
INFO,2016-1-8 05:52:14
DEBUG,2017-11-4 02:35:53
DEBUG,2015-4-9 10:09:27
DEBUG,2012-12-12 12:54:10
INFO,2014-7-7 04:04:45
DEBUG,2014-5-14 09:51:48
DEBUG,2014-4-4 06:27:26
DEBUG,2013-9-13 05:31:01
DEBUG,2016-7-26 05:31:53
DEBUG,2014-2-8 11:40:11
FATAL,2013-11-5 02:29:54
INFO,2014-4-17 18:48:05
DEBUG,2013-12-8 07:34:46
DEBUG,2015-8-19 20:46:41
DEBUG,2014-5-17 08:12:49
WARN,2017-5-21 16:52:15
DEBUG,2014-1-6 00:53:02
INFO,2014-1-15 22:44:00
DEBUG,2017-8-17 22:58:08
DEBUG,2015-11-13 19:03:10
INFO,2014-4-18 07:21:45
DEBUG,2013-8-3 02:56:52
INFO,2015-3-22 07:59:48
DEBUG,2014-1-11 17:51:59
DEBUG,2013-8-10 16:45:59
WARN,2014-6-4 02:30:25
DEBUG,2014-7-21 07:32:03
DEBUG,2013-8-22 11:29:08
DEBUG,2017-9-25 13:23:35
INFO,2013-6-13 07:27:20
DEBUG,2015-6-7 08:41:38
WARN,2014-11-7 05:56:24
DEBUG,2013-11-7 18:04:58
INFO,2012-5-18 19:05:08
WARN,2017-6-16 20:42:39
INFO,2012-3-14 04:05:59
INFO,2013-9-26 17:33:04
DEBUG,2017-5-2 21:07:09
DEBUG,2017-5-11 16:36:57
DEBUG,2015-1-3 20:29:09
DEBUG,2016-1-3 12:28:56
DEBUG,2015-6-23 21:12:30
DEBUG,2012-2-11 23:00:16
DEBUG,2016-2-18 03:21:09
DEBUG,2015-3-22 04:53:08
ERROR,2017-10-5 00:53:12
DEBUG,2013-12-13 11:06:01
DEBUG,2015-2-27 16:28:42
INFO,2014-8-2 00:12:10
ERROR,2016-1-10 03:39:24
INFO,2012-3-14 07:55:48
DEBUG,2014-8-12 09:02:38
DEBUG,2017-4-12 12:26:06
DEBUG,2012-9-10 10:59:37
INFO,2015-11-16 22:03:09
DEBUG,2017-7-19 05:38:02
DEBUG,2014-2-19 18:16:18
INFO,2014-1-3 08:47:14
DEBUG,2016-5-14 07:18:49
DEBUG,2014-5-7 04:27:08
DEBUG,2015-5-25 13:01:42
DEBUG,2015-4-2 22:26:49
DEBUG,2015-10-23 20:47:33
DEBUG,2016-4-15 19:37:13
DEBUG,2017-10-16 19:12:24
WARN,2016-8-11 20:50:35
FATAL,2013-11-12 02:01:58
DEBUG,2012-1-9 16:57:24
DEBUG,2017-5-1 01:32:07
INFO,2016-8-12 09:45:06
DEBUG,2017-5-10 09:19:28
INFO,2015-2-20 10:04:21
DEBUG,2013-10-5 02:10:13
DEBUG,2014-6-4 22:02:41
DEBUG,2016-9-22 00:03:20
INFO,2012-8-7 14:41:24
INFO,2015-5-20 15:51:56
DEBUG,2017-11-4 11:24:46
INFO,2017-1-27 15:30:29
DEBUG,2013-7-18 06:32:53
WARN,2017-12-27 17:43:53
DEBUG,2012-10-6 23:26:24
WARN,2013-4-16 14:10:27
INFO,2014-10-1 03:50:55
DEBUG,2013-7-5 02:02:47
INFO,2014-4-4 00:00:09
INFO,2014-3-5 12:39:52
INFO,2014-11-10 18:33:27
INFO,2014-12-26 05:27:55
DEBUG,2015-2-1 22:12:30
DEBUG,2013-6-18 06:10:07
DEBUG,2016-1-11 01:24:46
DEBUG,2015-11-5 07:25:07
INFO,2016-12-11 02:53:19
INFO,2016-6-6 13:41:30
WARN,2012-9-4 19:23:26
DEBUG,2017-5-5 22:20:51
DEBUG,2015-9-23 13:28:26
INFO,2013-3-22 14:05:46
WARN,2015-1-21 19:04:57
INFO,2013-4-23 11:14:25
DEBUG,2016-12-9 20:10:09
DEBUG,2017-10-16 06:58:27
DEBUG,2015-9-12 04:08:07
INFO,2012-4-12 05:22:23
INFO,2016-3-12 13:55:43
DEBUG,2017-7-10 00:41:59
INFO,2013-6-13 16:04:19
WARN,2017-8-14 10:29:03
DEBUG,2017-3-9 06:06:06
DEBUG,2015-5-22 05:30:11
DEBUG,2013-6-5 23:52:01
DEBUG,2012-9-22 14:20:50
DEBUG,2016-1-5 22:14:06
DEBUG,2017-7-19 20:46:35
INFO,2013-4-28 14:36:24
DEBUG,2014-3-20 22:59:58
INFO,2017-2-1 07:11:32
INFO,2012-4-2 15:53:52
DEBUG,2014-10-11 18:13:20
INFO,2012-10-10 07:52:45
FATAL,2014-11-4 02:18:48
DEBUG,2015-2-9 02:37:34
WARN,2012-5-13 00:57:09
DEBUG,2013-11-10 11:37:46
INFO,2013-4-20 09:08:54
DEBUG,2014-7-15 15:10:37
DEBUG,2013-11-15 00:33:54
INFO,2016-3-14 08:15:00
DEBUG,2013-3-18 19:48:50
DEBUG,2014-1-13 22:28:39
DEBUG,2015-5-3 09:05:55
DEBUG,2012-7-2 04:04:52
INFO,2013-9-13 06:58:35
WARN,2017-3-18 18:51:42
DEBUG,2014-3-8 11:01:32
DEBUG,2012-12-1 08:20:03
INFO,2015-7-13 13:16:10
DEBUG,2016-2-28 02:58:25
DEBUG,2012-7-28 10:46:45
DEBUG,2017-6-22 15:36:46
DEBUG,2017-3-7 15:35:04
INFO,2017-2-11 21:28:01
INFO,2016-1-25 03:52:42
DEBUG,2012-4-15 03:37:20
WARN,2017-7-21 16:55:41
INFO,2014-10-21 16:32:25
WARN,2015-8-24 06:20:04
DEBUG,2015-11-23 18:56:26
DEBUG,2013-1-7 14:22:09
INFO,2016-6-13 02:54:09
INFO,2017-2-26 11:17:02
ERROR,2016-2-9 12:57:00
INFO,2016-2-11 02:50:08
DEBUG,2016-9-19 23:07:49
DEBUG,2014-4-6 04:28:59
INFO,2014-9-4 01:48:58
DEBUG,2016-7-12 04:15:32
DEBUG,2012-10-22 11:09:44
FATAL,2015-11-11 20:06:38
WARN,2016-10-3 15:03:26
DEBUG,2013-9-18 10:56:10
DEBUG,2012-3-22 15:57:19
DEBUG,2017-2-27 10:14:39
DEBUG,2014-8-17 21:28:53
DEBUG,2017-1-21 11:46:31
INFO,2013-8-15 22:44:24
ERROR,2015-12-18 13:50:53
INFO,2014-3-17 07:39:26
INFO,2017-11-3 04:20:59
WARN,2013-10-7 12:49:10
DEBUG,2016-6-22 18:42:48
INFO,2012-10-6 15:48:33
DEBUG,2013-9-8 10:20:26
INFO,2017-3-7 05:29:33
ERROR,2012-2-13 04:17:24
FATAL,2013-11-6 02:18:49
INFO,2017-8-9 12:36:40
INFO,2016-6-7 06:10:53
DEBUG,2016-7-8 06:55:02
DEBUG,2017-9-12 08:38:24
INFO,2013-3-19 14:17:33
DEBUG,2015-12-13 09:19:31
DEBUG,2015-8-24 14:09:19
DEBUG,2016-8-4 02:18:00
INFO,2012-12-19 12:37:16
ERROR,2013-9-7 09:34:40
INFO,2016-12-25 06:45:52
INFO,2013-6-27 23:51:10
INFO,2014-7-26 08:00:26
DEBUG,2015-7-14 16:51:20
INFO,2016-4-16 16:43:24
DEBUG,2014-3-13 14:55:27
WARN,2017-3-5 23:10:45
INFO,2014-10-8 12:34:42
WARN,2015-6-19 09:22:01
ERROR,2017-3-10 02:46:26
DEBUG,2013-3-15 04:40:22
WARN,2013-12-4 02:52:32
INFO,2016-6-4 21:31:13
ERROR,2012-10-16 10:20:58
DEBUG,2015-4-26 20:35:34
DEBUG,2017-8-23 17:06:15
DEBUG,2016-5-16 07:04:57
DEBUG,2014-2-28 20:36:45
DEBUG,2012-10-28 02:50:52
INFO,2014-5-1 03:45:30
DEBUG,2013-10-16 18:35:55
INFO,2015-10-20 03:25:07
DEBUG,2012-7-25 16:59:25
DEBUG,2015-4-8 06:16:36
INFO,2016-9-4 19:28:31
INFO,2013-2-14 15:38:17
DEBUG,2017-1-14 15:20:56
DEBUG,2013-11-13 12:21:58
INFO,2015-4-16 08:23:02
INFO,2017-1-11 12:54:07
INFO,2013-3-8 18:01:59
WARN,2016-4-27 00:26:18
WARN,2013-7-9 18:45:28
FATAL,2013-11-7 03:06:58
DEBUG,2016-12-4 12:12:51
INFO,2015-1-27 10:27:01
DEBUG,2016-10-26 23:06:48
DEBUG,2014-2-1 21:03:35
INFO,2016-8-28 06:28:02
INFO,2017-2-16 18:54:39
DEBUG,2015-6-9 18:34:05
DEBUG,2013-8-25 21:43:10
INFO,2015-12-9 14:29:09
INFO,2016-10-5 16:15:18
DEBUG,2013-6-8 01:25:50
INFO,2015-6-23 16:56:22
DEBUG,2015-7-28 14:03:46
INFO,2012-11-14 09:02:30
WARN,2012-10-16 00:43:58
DEBUG,2014-6-24 08:26:49
DEBUG,2017-10-8 18:27:34
INFO,2012-10-1 10:42:54
DEBUG,2016-9-4 02:37:20
DEBUG,2013-7-13 13:04:04
INFO,2012-7-12 05:50:30
INFO,2012-12-28 02:51:35
INFO,2017-3-2 02:07:59
INFO,2015-12-11 20:47:13
DEBUG,2013-3-16 07:20:16
WARN,2014-7-17 07:06:21
WARN,2014-4-28 10:19:43
DEBUG,2014-10-26 22:38:38
INFO,2014-2-16 05:56:46
WARN,2013-12-10 09:07:12
INFO,2015-4-14 07:40:42
DEBUG,2014-11-8 14:56:15
INFO,2013-11-19 06:52:37
INFO,2016-6-15 22:32:59
INFO,2016-12-25 07:53:52
INFO,2016-7-22 13:16:45
DEBUG,2014-8-13 00:02:50
INFO,2014-3-12 07:55:56
WARN,2015-4-2 21:39:56
WARN,2013-5-16 11:23:32
INFO,2016-5-18 16:58:05
DEBUG,2015-9-19 01:32:04
DEBUG,2016-9-21 23:57:45
INFO,2013-9-9 12:45:40
DEBUG,2012-4-13 21:50:39
DEBUG,2015-7-10 02:50:53
DEBUG,2014-12-16 09:33:17
DEBUG,2013-5-12 11:37:53
WARN,2012-4-15 11:07:49
INFO,2013-5-25 00:23:03
INFO,2016-5-5 07:48:44
DEBUG,2017-1-10 06:34:52
WARN,2016-4-27 00:01:32
DEBUG,2015-6-4 00:22:44
INFO,2014-10-13 11:57:44
INFO,2016-3-14 13:42:17
DEBUG,2016-7-6 13:19:57
DEBUG,2017-9-9 20:13:15
INFO,2015-12-12 22:10:45
INFO,2016-12-25 07:42:34
DEBUG,2014-12-26 01:12:28
INFO,2014-4-12 01:38:49
INFO,2012-2-14 14:04:57
DEBUG,2017-9-23 06:24:42
DEBUG,2013-10-21 22:50:50
DEBUG,2016-3-18 06:47:10
INFO,2014-5-5 18:42:38
INFO,2012-1-5 05:34:48
DEBUG,2013-5-4 03:09:46
DEBUG,2016-9-1 01:06:15
DEBUG,2015-10-10 03:42:19
DEBUG,2017-4-15 10:46:05
DEBUG,2017-4-23 12:02:37
INFO,2013-10-7 10:41:05
INFO,2015-10-22 12:45:52
DEBUG,2016-11-25 17:33:17
DEBUG,2013-5-16 22:10:14
DEBUG,2012-7-15 18:01:08
INFO,2017-5-18 03:36:29
INFO,2013-3-27 20:09:48
WARN,2012-4-25 22:39:23
INFO,2016-5-26 14:27:09
DEBUG,2017-4-23 14:22:40
DEBUG,2014-11-4 20:21:54
DEBUG,2015-8-6 19:28:03
DEBUG,2012-2-27 16:42:13
DEBUG,2012-1-12 16:52:50
INFO,2012-12-18 00:47:50
DEBUG,2015-8-18 14:02:43
DEBUG,2015-7-12 18:02:10
INFO,2017-11-1 14:24:29
INFO,2013-4-23 12:11:27
INFO,2015-7-16 23:36:42
WARN,2013-6-23 09:59:43
INFO,2012-10-27 21:29:07
DEBUG,2013-3-1 13:50:12
DEBUG,2014-3-7 08:14:40
DEBUG,2013-3-10 12:11:56
DEBUG,2013-9-2 15:03:32
INFO,2016-9-25 01:32:11
INFO,2014-12-24 20:58:05
DEBUG,2015-8-26 15:48:37
DEBUG,2014-1-21 19:47:23
DEBUG,2014-12-8 03:39:04
DEBUG,2017-3-16 10:22:53
INFO,2012-4-26 06:43:18
DEBUG,2017-4-16 19:19:48
DEBUG,2016-10-13 19:44:07
DEBUG,2017-12-12 06:25:46
INFO,2016-12-10 20:33:03
DEBUG,2012-10-25 14:08:31
INFO,2015-8-21 14:10:43
DEBUG,2012-5-27 03:10:35
INFO,2014-12-28 17:39:21
INFO,2013-10-6 12:46:44
INFO,2016-5-23 10:12:25
DEBUG,2017-3-10 20:46:09
DEBUG,2013-2-8 03:16:43
DEBUG,2014-9-27 10:09:53
FATAL,2015-11-7 00:10:54
INFO,2014-4-4 04:06:04
INFO,2016-5-17 10:52:06
DEBUG,2015-2-9 18:24:25
DEBUG,2017-10-1 08:50:55
WARN,2016-7-14 14:54:36
DEBUG,2014-10-21 15:41:40
DEBUG,2014-10-28 11:35:58
ERROR,2015-7-5 23:28:07
INFO,2014-10-2 01:41:19
DEBUG,2013-11-23 04:50:04
DEBUG,2015-5-13 07:47:44
INFO,2016-6-8 21:11:24
DEBUG,2015-1-14 10:41:44
INFO,2016-5-10 01:41:36
DEBUG,2017-5-13 22:27:59
WARN,2013-3-26 23:50:43
INFO,2015-12-4 04:36:21
INFO,2016-4-26 09:40:34
ERROR,2016-9-9 14:11:17
DEBUG,2014-4-18 09:53:11
INFO,2016-10-23 17:21:18
DEBUG,2012-2-4 20:45:30
DEBUG,2014-6-20 09:53:43
INFO,2016-1-13 00:58:12
INFO,2013-7-2 05:27:10
DEBUG,2013-5-24 11:41:14
DEBUG,2016-2-28 22:08:12
DEBUG,2012-2-3 08:23:10
WARN,2015-1-17 08:34:13
DEBUG,2017-7-10 03:31:30
DEBUG,2015-7-23 13:13:32
INFO,2012-7-20 12:41:49
WARN,2015-4-7 01:24:52
DEBUG,2016-6-24 18:07:16
INFO,2015-10-22 06:18:52
INFO,2015-12-5 17:45:23
INFO,2012-8-18 06:44:45
DEBUG,2015-2-25 00:01:57
INFO,2014-2-17 19:48:03
INFO,2016-10-1 12:41:23
DEBUG,2012-7-23 12:20:07
DEBUG,2013-10-10 10:43:08
INFO,2012-4-5 07:49:56
DEBUG,2012-10-9 22:35:37
INFO,2016-4-15 01:48:38
DEBUG,2013-10-17 20:05:55
DEBUG,2015-4-13 10:55:40
DEBUG,2017-10-21 09:47:42
FATAL,2012-11-17 09:20:42
FATAL,2017-11-17 14:54:54
DEBUG,2012-12-13 07:37:55
DEBUG,2013-4-23 23:22:41
DEBUG,2015-4-5 16:26:47
INFO,2017-5-12 12:18:08
DEBUG,2012-3-15 08:42:35
INFO,2017-8-21 05:18:37
DEBUG,2016-10-13 05:10:12
INFO,2013-4-4 13:50:19
INFO,2013-8-21 09:37:42
DEBUG,2017-7-19 19:23:31
INFO,2017-9-20 02:05:23
INFO,2015-6-27 22:22:24
INFO,2017-4-15 06:19:35
INFO,2016-2-4 02:37:44
DEBUG,2016-4-5 04:05:12
INFO,2013-6-24 22:49:16
ERROR,2016-10-14 09:29:14
ERROR,2014-6-13 16:04:18
DEBUG,2013-9-9 12:57:17
DEBUG,2013-9-5 09:16:30
DEBUG,2013-10-21 18:30:36
DEBUG,2012-10-3 03:54:05
INFO,2013-9-13 09:26:33
INFO,2014-12-27 15:25:45
INFO,2012-2-7 08:38:06
WARN,2012-10-5 16:36:08
INFO,2012-2-21 16:36:39
INFO,2014-7-8 09:34:36
INFO,2017-8-10 16:48:13
DEBUG,2012-6-4 14:52:24
WARN,2016-11-11 12:06:29
INFO,2012-11-17 20:27:08
INFO,2014-8-20 18:50:22
DEBUG,2017-1-7 01:38:01
DEBUG,2014-8-5 15:31:32
INFO,2016-11-25 16:14:28
DEBUG,2014-12-22 05:57:26
INFO,2013-7-5 23:54:26
DEBUG,2012-5-17 14:38:01
INFO,2015-8-19 16:11:48
INFO,2014-6-22 04:58:19
DEBUG,2013-5-9 18:29:58
DEBUG,2015-7-15 00:15:07
INFO,2017-11-5 07:47:06
DEBUG,2015-6-28 20:07:36
WARN,2012-7-15 14:04:19
WARN,2013-11-11 21:58:52
DEBUG,2016-9-17 17:49:01
DEBUG,2014-12-13 01:13:34
WARN,2012-6-9 00:55:47
INFO,2013-5-14 21:49:34
INFO,2014-3-20 07:31:19
DEBUG,2013-7-5 07:34:52
INFO,2014-3-2 04:46:25
DEBUG,2012-3-26 06:16:20
INFO,2016-9-2 20:33:07
ERROR,2015-12-11 07:26:58
DEBUG,2015-7-24 19:57:28
INFO,2017-3-19 11:21:42
WARN,2015-2-20 15:43:18
INFO,2017-4-17 14:53:27
WARN,2013-9-5 04:38:26
DEBUG,2017-11-13 11:25:21
DEBUG,2015-4-4 00:51:15
INFO,2015-3-19 18:50:43
WARN,2016-11-14 05:29:47
ERROR,2017-5-17 10:47:25
DEBUG,2016-12-2 00:30:57
INFO,2012-9-5 19:03:55
DEBUG,2015-5-20 05:01:09
DEBUG,2016-4-20 17:34:06
INFO,2012-11-10 23:13:57
INFO,2014-11-16 15:38:11
DEBUG,2015-6-12 03:26:59
DEBUG,2014-11-26 21:39:46
INFO,2015-4-5 09:05:31
INFO,2016-8-1 16:54:08
INFO,2015-2-22 01:54:22
INFO,2017-4-16 11:31:56
DEBUG,2016-1-14 21:47:25
DEBUG,2013-10-4 11:40:17
DEBUG,2017-11-19 21:42:13
DEBUG,2016-10-16 02:02:45
DEBUG,2014-8-16 15:29:28
DEBUG,2013-8-16 19:38:48
INFO,2017-6-22 07:08:11
ERROR,2015-5-28 06:23:34
DEBUG,2013-3-7 00:53:40
DEBUG,2012-5-17 19:20:52
INFO,2015-9-9 23:18:06
DEBUG,2013-1-28 05:23:03
DEBUG,2015-10-2 15:03:02
DEBUG,2017-3-13 12:33:45
DEBUG,2017-3-15 07:17:06
WARN,2012-4-1 03:54:02
DEBUG,2015-3-27 22:21:55
DEBUG,2015-1-6 15:41:47
DEBUG,2014-3-22 13:01:19
DEBUG,2016-12-18 11:07:16
INFO,2017-10-24 12:46:04
DEBUG,2012-7-5 04:27:32
FATAL,2015-11-16 18:09:29
DEBUG,2014-8-24 14:16:21
DEBUG,2016-11-16 13:31:39
DEBUG,2015-1-8 03:29:50
DEBUG,2014-7-8 06:33:09
DEBUG,2015-10-28 13:41:38
DEBUG,2015-1-22 21:40:41
DEBUG,2015-6-3 17:29:24
INFO,2014-7-3 17:58:22
DEBUG,2015-10-26 14:19:25
INFO,2016-6-11 02:14:56
WARN,2014-9-17 00:09:21
DEBUG,2013-1-17 17:26:21
INFO,2014-12-2 06:58:25
DEBUG,2017-7-4 11:28:13
INFO,2014-3-1 07:18:41
INFO,2015-3-27 22:26:18
DEBUG,2017-1-9 10:21:06
DEBUG,2014-3-26 10:49:44
DEBUG,2017-9-22 17:30:06
DEBUG,2014-10-1 13:28:19
INFO,2016-9-5 17:43:31
DEBUG,2015-8-25 07:47:38
ERROR,2015-1-8 07:22:17
WARN,2016-11-12 07:29:09
WARN,2012-3-28 07:41:10
INFO,2016-12-19 03:17:22
INFO,2012-11-2 05:24:29
DEBUG,2015-11-14 23:14:43
ERROR,2012-8-10 07:05:59
DEBUG,2017-2-17 21:20:30
INFO,2016-11-16 14:56:27
DEBUG,2014-4-10 20:51:05
INFO,2014-4-13 11:00:56
DEBUG,2016-9-13 22:02:19
DEBUG,2014-4-26 17:50:41
DEBUG,2013-3-17 16:43:23
INFO,2013-1-14 15:42:52
INFO,2012-6-9 09:51:31
ERROR,2016-8-24 15:20:17
DEBUG,2014-6-14 06:08:24
DEBUG,2015-9-16 12:30:57
INFO,2014-4-13 19:24:16
DEBUG,2016-4-20 07:34:40
INFO,2012-4-17 06:13:02
WARN,2014-1-3 05:51:03
DEBUG,2017-3-18 19:26:48
INFO,2017-6-10 23:59:37
INFO,2012-4-25 00:00:51
INFO,2012-4-14 06:36:00
ERROR,2015-2-8 16:41:13
DEBUG,2014-5-10 10:37:40
INFO,2015-9-12 13:29:02
DEBUG,2016-4-24 00:32:00
DEBUG,2017-11-17 09:58:34
DEBUG,2017-12-22 15:54:03
DEBUG,2012-2-28 16:36:01
DEBUG,2012-4-6 23:29:17
INFO,2016-9-8 08:34:59
DEBUG,2012-12-5 02:49:20
INFO,2012-12-25 05:54:05
DEBUG,2014-11-8 16:24:25
WARN,2016-5-27 17:55:42
WARN,2013-10-17 16:57:18
DEBUG,2012-10-9 10:56:05
DEBUG,2016-12-14 07:51:55
INFO,2012-6-18 10:22:40
DEBUG,2013-5-4 11:51:00
INFO,2012-3-5 16:24:40
WARN,2016-5-27 12:27:26
DEBUG,2014-8-3 04:34:55
INFO,2015-7-6 18:03:19
DEBUG,2013-8-28 01:41:11
DEBUG,2017-4-13 01:42:15
DEBUG,2014-12-8 10:06:32
DEBUG,2014-7-2 11:45:39
INFO,2012-12-18 03:44:15
FATAL,2012-11-24 17:00:37
DEBUG,2012-11-12 11:30:51
DEBUG,2014-11-10 06:20:54
INFO,2014-11-18 12:54:42
INFO,2012-12-26 01:30:41
DEBUG,2016-12-23 16:13:03
